id, x, y, space
439,158.351379395,82.1446228027,OPEN_EXHIBITION_SPACE_2
440,54.5229339600,54.1292572021,OPEN_EXHIBITION_SPACE_2
441,52.8072319031,55.7949485779,OPEN_EXHIBITION_SPACE_2
442,52.2761230469,57.1018600464,OPEN_EXHIBITION_SPACE_2
443,52.7663269043,58.0536804199,OPEN_EXHIBITION_SPACE_2
444,53.0523376465,52.7015228271,OPEN_EXHIBITION_SPACE_2
445,52.8072319031,54.3672142029,OPEN_EXHIBITION_SPACE_2
446,51.7859268188,55.2294998169,OPEN_EXHIBITION_SPACE_2
447,51.4999198914,56.2984542847,OPEN_EXHIBITION_SPACE_2
448,51.7859268188,54.2776718140,OPEN_EXHIBITION_SPACE_2
449,52.3782234192,60.5873222351,OPEN_EXHIBITION_SPACE_2
450,51.9901199341,63.7879104614,OPEN_EXHIBITION_SPACE_2
451,18.2289009094,11.4851913452,OPEN_EXHIBITION_SPACE_2
452,19.7091140747,13.7259817123,OPEN_EXHIBITION_SPACE_2
453,27.0717258453,13.6767864227,OPEN_EXHIBITION_SPACE_2
454,26.5575866699,10.4841728210,OPEN_EXHIBITION_SPACE_2
455,22.6192131042,10.1470279694,OPEN_EXHIBITION_SPACE_2
456,19.6923370361,10.1470279694,OPEN_EXHIBITION_SPACE_2
457,18.2289009094,16.0651626587,OPEN_EXHIBITION_SPACE_2
458,19.5394134521,18.7232627869,OPEN_EXHIBITION_SPACE_2
459,22.1604423523,20.0249710083,OPEN_EXHIBITION_SPACE_2
460,24.7814674377,19.9885177612,OPEN_EXHIBITION_SPACE_2
461,27.5622539520,18.2512741089,OPEN_EXHIBITION_SPACE_2
462,35.8953285217,13.6767864227,OPEN_EXHIBITION_SPACE_2
463,36.2002067566,10.3156003952,OPEN_EXHIBITION_SPACE_2
464,32.3945579529,10.1470279694,OPEN_EXHIBITION_SPACE_2
465,29.4676876068,10.1470279694,OPEN_EXHIBITION_SPACE_2
466,31.3240947723,19.9520645142,OPEN_EXHIBITION_SPACE_2
467,33.9451217651,19.9156093597,OPEN_EXHIBITION_SPACE_2
468,36.0656814575,18.2148189545,OPEN_EXHIBITION_SPACE_2
469,41.7777290344,13.6767864227,OPEN_EXHIBITION_SPACE_2
470,41.3365631104,10.3156003952,OPEN_EXHIBITION_SPACE_2
471,47.6601295471,13.6767864227,OPEN_EXHIBITION_SPACE_2
472,48.6680755615,10.3156003952,OPEN_EXHIBITION_SPACE_2
473,45.0967826843,10.1470279694,OPEN_EXHIBITION_SPACE_2
474,38.5269470215,19.8791561127,OPEN_EXHIBITION_SPACE_2
475,41.2977981567,18.1965923309,OPEN_EXHIBITION_SPACE_2
476,53.8044319153,10.3156003952,OPEN_EXHIBITION_SPACE_2
477,47.8404235840,18.1601390839,OPEN_EXHIBITION_SPACE_2
478,50.3116264343,19.7697944641,OPEN_EXHIBITION_SPACE_2
479,58.9407882690,10.3156003952,OPEN_EXHIBITION_SPACE_2
480,43.1087760925,19.8427028656,OPEN_EXHIBITION_SPACE_2
481,45.7298049927,19.8062496185,OPEN_EXHIBITION_SPACE_2
482,65.2189331055,10.4841728210,OPEN_EXHIBITION_SPACE_2
483,62.6866760254,10.1470279694,OPEN_EXHIBITION_SPACE_2
484,71.4086532593,10.3156003952,OPEN_EXHIBITION_SPACE_2
485,67.5743560791,10.1470279694,OPEN_EXHIBITION_SPACE_2
486,76.5450134277,10.3156003952,OPEN_EXHIBITION_SPACE_2
487,82.8374786377,10.4841728210,OPEN_EXHIBITION_SPACE_2
488,80.2765731812,10.1470279694,OPEN_EXHIBITION_SPACE_2
489,94.1492309570,10.3156003952,OPEN_EXHIBITION_SPACE_2
490,89.0128784180,10.3156003952,OPEN_EXHIBITION_SPACE_2
491,85.1642532349,10.1470279694,OPEN_EXHIBITION_SPACE_2
492,101.480743408,10.3156003952,OPEN_EXHIBITION_SPACE_2
493,97.8664779663,10.1470279694,OPEN_EXHIBITION_SPACE_2
494,42.2991943359,67.5562286377,OPEN_EXHIBITION_SPACE_2
495,41.7777290344,70.7861633301,OPEN_EXHIBITION_SPACE_2
496,47.6601295471,70.7861633301,OPEN_EXHIBITION_SPACE_2
497,47.5327568054,67.5327911377,OPEN_EXHIBITION_SPACE_2
498,45.1130218506,67.1583175659,OPEN_EXHIBITION_SPACE_2
499,26.1109733582,67.3926620483,OPEN_EXHIBITION_SPACE_2
500,24.8011970520,68.5425109863,OPEN_EXHIBITION_SPACE_2
501,25.9375534058,70.7034606934,OPEN_EXHIBITION_SPACE_2
502,32.9541282654,70.7861633301,OPEN_EXHIBITION_SPACE_2
503,32.4808959961,67.6265258789,OPEN_EXHIBITION_SPACE_2
504,28.7349014282,67.3457870483,OPEN_EXHIBITION_SPACE_2
505,40.5282936096,67.2051849365,OPEN_EXHIBITION_SPACE_2
506,37.9043617249,67.2520523071,OPEN_EXHIBITION_SPACE_2
507,35.2804336548,67.2989196777,OPEN_EXHIBITION_SPACE_2
508,32.6324691772,73.7170944214,OPEN_EXHIBITION_SPACE_2
509,41.2859954834,73.7006530762,OPEN_EXHIBITION_SPACE_2
510,24.8055706024,72.6990051270,OPEN_EXHIBITION_SPACE_2
511,26.1933193207,73.8172149658,OPEN_EXHIBITION_SPACE_2
512,28.9644432068,73.8007736206,OPEN_EXHIBITION_SPACE_2
513,49.6977539063,67.1114425659,OPEN_EXHIBITION_SPACE_2
514,43.1602172852,73.7514495850,OPEN_EXHIBITION_SPACE_2
515,47.9787216187,73.6842193604,OPEN_EXHIBITION_SPACE_2
516,50.6632690430,73.7185821533,OPEN_EXHIBITION_SPACE_2
517,53.2858848572,73.6759948730,OPEN_EXHIBITION_SPACE_2
518,55.3951950073,73.7021408081,OPEN_EXHIBITION_SPACE_2
519,59.9786071777,73.6595611572,OPEN_EXHIBITION_SPACE_2
520,62.8982467651,73.6692581177,OPEN_EXHIBITION_SPACE_2
521,73.7476577759,79.5960998535,OPEN_EXHIBITION_SPACE_2
522,73.9393005371,82.0553665161,OPEN_EXHIBITION_SPACE_2
523,73.7476577759,84.2092819214,OPEN_EXHIBITION_SPACE_2
524,75.1764678955,86.9188079834,OPEN_EXHIBITION_SPACE_2
525,106.617103577,10.3156003952,OPEN_EXHIBITION_SPACE_2
526,118.074577332,10.4841728210,OPEN_EXHIBITION_SPACE_2
527,115.456359863,10.1470279694,OPEN_EXHIBITION_SPACE_2
528,111.753463745,10.3156003952,OPEN_EXHIBITION_SPACE_2
529,124.221328735,10.3156003952,OPEN_EXHIBITION_SPACE_2
530,120.344039917,10.1470279694,OPEN_EXHIBITION_SPACE_2
531,130.994155884,12.7249631882,OPEN_EXHIBITION_SPACE_2
532,135.896148682,13.6767864227,OPEN_EXHIBITION_SPACE_2
533,136.689193726,10.3156003952,OPEN_EXHIBITION_SPACE_2
534,133.046264648,10.1470279694,OPEN_EXHIBITION_SPACE_2
535,129.357681274,10.3156003952,OPEN_EXHIBITION_SPACE_2
536,141.778564453,13.6767864227,OPEN_EXHIBITION_SPACE_2
537,141.825546265,10.3156003952,OPEN_EXHIBITION_SPACE_2
538,153.689086914,36.8985137939,OPEN_EXHIBITION_SPACE_2
539,157.943511963,36.8931579590,OPEN_EXHIBITION_SPACE_2
540,159.401260376,34.9308853149,OPEN_EXHIBITION_SPACE_2
541,159.398864746,32.1647262573,OPEN_EXHIBITION_SPACE_2
542,152.757263184,30.7960014343,OPEN_EXHIBITION_SPACE_2
543,152.757263184,33.4343414307,OPEN_EXHIBITION_SPACE_2
544,153.689086914,41.7327384949,OPEN_EXHIBITION_SPACE_2
545,157.944702148,42.0835342407,OPEN_EXHIBITION_SPACE_2
546,159.403656006,39.6006889343,OPEN_EXHIBITION_SPACE_2
547,153.689086914,48.5457229614,OPEN_EXHIBITION_SPACE_2
548,157.945907593,47.2739028931,OPEN_EXHIBITION_SPACE_2
549,159.406051636,44.2704887390,OPEN_EXHIBITION_SPACE_2
550,152.757263184,45.1566581726,OPEN_EXHIBITION_SPACE_2
551,159.410827637,51.7064514160,OPEN_EXHIBITION_SPACE_2
552,159.408432007,48.9402999878,OPEN_EXHIBITION_SPACE_2
553,164.487716675,68.2397384644,OUTSIDE_RESTROOM
554,164.247344971,70.2422180176,OUTSIDE_RESTROOM
555,167.306381226,71.4945983887,OUTSIDE_RESTROOM
556,170.941925049,70.6256027222,OUTSIDE_RESTROOM
557,171.740524292,68.2469940186,OUTSIDE_RESTROOM
558,169.245101929,67.5516510010,OUTSIDE_RESTROOM
559,166.536712646,67.5443954468,OUTSIDE_RESTROOM
560,224.346221924,66.5525436401,OUTSIDE_RESTROOM
561,222.528442383,68.2905426025,OUTSIDE_RESTROOM
562,222.197097778,71.4690399170,OUTSIDE_RESTROOM
563,225.592285156,72.3124847412,OUTSIDE_RESTROOM
564,228.989837646,71.4690399170,OUTSIDE_RESTROOM
565,228.323669434,66.3317184448,OUTSIDE_RESTROOM
566,227.670410156,61.1943969727,OUTSIDE_RESTROOM
567,224.221435547,61.2765274048,OUTSIDE_RESTROOM
568,223.071990967,63.1276664734,OUTSIDE_RESTROOM
569,223.087585449,64.9788055420,OUTSIDE_RESTROOM
570,232.831512451,71.0345458984,OUTSIDE_RESTROOM
571,234.186859131,68.4786605835,OUTSIDE_RESTROOM
572,232.618591309,66.3317184448,OUTSIDE_RESTROOM
573,234.186859131,64.1847839355,OUTSIDE_RESTROOM
574,233.021820068,61.6288986206,OUTSIDE_RESTROOM
575,230.691680908,60.3509597778,OUTSIDE_RESTROOM
576,164.423004150,72.7725372314,OUTSIDE_RESTROOM
577,167.646713257,73.1814804077,OUTSIDE_RESTROOM
578,162.919448853,67.5371322632,OUTSIDE_RESTROOM
579,161.565414429,68.7282485962,OUTSIDE_RESTROOM
580,162.224822998,70.2998580933,OUTSIDE_RESTROOM
581,161.565780640,71.9867401123,OUTSIDE_RESTROOM
582,162.118865967,73.1814804077,OUTSIDE_RESTROOM
583,176.703704834,72.3124847412,OUTSIDE_RESTROOM
584,179.105941772,70.6256027222,OUTSIDE_RESTROOM
585,179.902206421,68.2542572021,OUTSIDE_RESTROOM
586,178.297409058,67.5661621094,OUTSIDE_RESTROOM
587,175.589035034,67.5589141846,OUTSIDE_RESTROOM
588,173.992980957,72.3124847412,OUTSIDE_RESTROOM
589,189.572845459,71.4690399170,OUTSIDE_RESTROOM
590,189.881683350,68.2615127563,OUTSIDE_RESTROOM
591,187.349731445,67.5806808472,OUTSIDE_RESTROOM
592,184.891937256,68.2578887939,OUTSIDE_RESTROOM
593,184.813156128,71.4690399170,OUTSIDE_RESTROOM
594,182.823577881,67.5734252930,OUTSIDE_RESTROOM
595,181.232208252,72.3124847412,OUTSIDE_RESTROOM
596,195.434005737,70.6256027222,OUTSIDE_RESTROOM
597,196.225585938,68.2687683105,OUTSIDE_RESTROOM
598,194.584274292,67.5951995850,OUTSIDE_RESTROOM
599,191.875885010,67.5879440308,OUTSIDE_RESTROOM
600,192.999908447,72.3124847412,OUTSIDE_RESTROOM
601,201.125274658,71.4690399170,OUTSIDE_RESTROOM
602,201.215332031,68.2723999023,OUTSIDE_RESTROOM
603,199.110412598,67.6024475098,OUTSIDE_RESTROOM
604,197.528381348,72.3124847412,OUTSIDE_RESTROOM
605,205.884979248,71.4690399170,OUTSIDE_RESTROOM
606,206.205062866,68.2760238647,OUTSIDE_RESTROOM
607,203.636581421,67.6097106934,OUTSIDE_RESTROOM
608,209.296112061,72.3124847412,OUTSIDE_RESTROOM
609,211.762054443,70.6256027222,OUTSIDE_RESTROOM
610,212.548995972,68.2832870483,OUTSIDE_RESTROOM
611,210.871139526,67.6242218018,OUTSIDE_RESTROOM
612,208.162750244,67.6169662476,OUTSIDE_RESTROOM
613,213.824584961,72.3124847412,OUTSIDE_RESTROOM
614,217.437408447,71.4690399170,OUTSIDE_RESTROOM
615,217.538726807,68.2869186401,OUTSIDE_RESTROOM
616,215.397277832,67.6314849854,OUTSIDE_RESTROOM
617,219.923446655,67.6387481689,OUTSIDE_RESTROOM
618,172.982986450,59.6333656311,BEEHUB_NEXUS
619,172.982986450,54.9390335083,BEEHUB_NEXUS
620,178.922729492,54.9390335083,BEEHUB_NEXUS
621,178.922729492,59.6333656311,BEEHUB_NEXUS
622,172.982986450,64.3276977539,BEEHUB_NEXUS
623,178.922729492,64.3276977539,BEEHUB_NEXUS
624,184.862457275,54.9390335083,BEEHUB_NEXUS
625,184.862457275,59.6333656311,BEEHUB_NEXUS
626,184.862457275,64.3276977539,BEEHUB_NEXUS
